고등교육기관 주소록,,,,,,,,,,,,
,,,,,,,,,,,,
* 2018년 10월 1일 기준,,,,,,,,,,,,
"* 일반대학, 교육대학, 산업대학, 방송통신대학교, 기술대학, 각종학교(전문, 대학과정), 사이버대학(전문, 대학과정), 원격대학(전문, 대학과정), 사내대학(전문,대학과정), 전문대학, 기능대학, 전공대학, 일반대학원, 특수대학원, 전문대학원이 포함됨",,,,,,,,,,,,
* 본 자료는 해당기관에서 작성한 자료임,,,,,,,,,,,,
연도,학교종류,시도,학교명,학교명(영문),본분교,학교상태,설립,우편번호,주소,전화번호,팩스번호,홈페이지
2018,특수대학원,서울,경기대학교 국제ㆍ문화대학원,Graduate School of International & Culture Studies,본교,폐교,사립,03746,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교)",02-390-5278         ,02-390-5078         ,www.kyonggi.ac.kr/KyonggiTpSrv.kgu?cxt=kgic
2018,특수대학원,경기,경기대학교 미술·디자인대학원,GRADUATE SCHOOL OF ART & DESIGN,본교,폐교,사립,16227,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교)",031-249-9052        ,031-249-9910        ,www.kyonggi.ac.kr/deart
2018,특수대학원,경기,경기대학교 건설·산업대학원,Graduate School of Construction Engineering and Industry,본교,폐교,사립,16227,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교)",031-249-9042        ,031-249-9071        ,www.kyonggi.ac.kr/gindustrial
2018,대학교,경남,경남대학교,Kyungnam University,본교,기존,사립,51767,"경상남도 창원시 마산합포구 경남대학로 7 (월영동, 경남대학교)",055-245-5000,055-246-6184,www.kyungnam.ac.kr
2018,일반대학원,경남,경남대학교대학원,"Graduate School, Kyungnam University",본교,기존,사립,51767,"경상남도 창원시 마산합포구 경남대학로 7 (월영동, 경남대학교)",055-249-2749,055-715-1099,www.kyungnam.ac.kr/grad/main
2018,특수대학원,경남,경남대학교교육대학원,Graduate School of Education,본교,기존,사립,51767,"경상남도 창원시 마산합포구 경남대학로 7 (월영동, 경남대학교)",055-249-2810,055-246-7407,www.kyungnam.ac.kr/gse/main
2018,전문대학원,경남,경남대학교 북한대학원,Graduate School of North Korean Studies,본교,폐교,사립,51767,"경상남도 창원시 마산합포구 경남대학로 7 (월영동, 경남대학교)",,,
2018,특수대학원,경남,경남대학교 산업경영대학원,Graduate School of Industry & Business Administration,본교,기존,사립,51767,"경상남도 창원시 마산합포구 경남대학로 7 (월영동, 경남대학교)",055-249-2585,0505-182-8966,www.kyungnam.ac.kr/indbiz
2018,특수대학원,경남,경남대학교행정대학원,Graduate School of Public Administration,본교,기존,사립,51767,"경상남도 창원시 마산합포구 경남대학로 7 (월영동, 경남대학교)",055-249-2594,055-715-2902,www.kyungnam.ac.kr/admin/main
2018,대학교,강원,경동대학교,kyungdong university,본교,기존,사립,24764,"강원도 고성군 토성면 봉포4길 46 (봉포리, 경동대학교)",033-631-2000,033-631-9542,www.kduniv.ac.kr
2018,대학교,강원,경동대학교,kyungdong university,제3캠퍼스,기존,사립,26495,"강원도 원주시 문막읍 견훤로 815 (후용리, 경동대학교)",033-738-1200,033-738-1209,www.kduniv.ac.kr
2018,대학교,경기,경동대학교,Kyungdong University,제4캠퍼스,기존,사립,11458,경기도 양주시 경동대학로 27 (고암동),031-869-9900,031-869-9909,www.kduniv.ac.kr
2018,대학교,경북,대구한의대학교,Daegu Haany University,본교,기존,사립,38610,"경상북도 경산시 한의대로 1 (유곡동, 대구한의대학교)",053-819-1000        ,053-819-1258        ,www.dhu.ac.kr
2018,일반대학원,경북,대구한의대학교 대학원,graduate school,본교,기존,사립,38610,"경상북도 경산시 한의대로 1 (유곡동, 대구한의대학교)",053-819-1567        ,053-819-1268        ,www.dhu.ac.kr/graduate
2018,특수대학원,경북,대구한의대학교 교육대학원,graduate school of education,본교,폐교,사립,38610,"경상북도 경산시 한의대로 1 (유곡동, 대구한의대학교)",053-819-1567        ,053-819-1268        ,www.dhu.ac.kr/graduate
2018,특수대학원,경북,대구한의대학교 보건복지대학원,Graduate School of Public Health and Wellfare,본교,기존,사립,38610,"경상북도 경산시 한의대로 1 (유곡동, 대구한의대학교)",053-819-1567,053-819-1268,www.dhu.ac.kr/graduate
2018,특수대학원,경북,대구한의대학교 한방산업대학원,Graduate School of Oriental Medicine Industry,본교,기존,사립,38610,"경상북도 경산시 한의대로 1 (유곡동, 대구한의대학교)",053-819-1567        ,053-819-1268        ,www.dhu.ac.kr/graduate
2018,대학교,부산,경성대학교,Kyungsung University,본교,기존,사립,48434,"부산광역시 남구 수영로 309 (대연동, 경성대학교)",051-663-4114        ,051-663-4089        ,http://ks.ac.kr
2018,일반대학원,부산,경성대학교 일반대학원,Graduate School,본교,기존,사립,48434,"부산광역시 남구 수영로 309 (대연동, 경성대학교)",051-663-5572        ,051-663-5579  ,cms1.ks.ac.kr/graduate/Main.do
2018,특수대학원,부산,경성대학교 경영대학원,Graduate School of Management,본교,폐교,사립,48434,"부산광역시 남구 수영로 309 (대연동, 경성대학교)",051-663-5571        ,051-663-5579,http://ks.ac.kr/graduate
2018,특수대학원,부산,경성대학교 교육대학원,Graduate School of Education,본교,기존,사립,48434,"부산광역시 남구 수영로 309 (대연동, 경성대학교)",051-663-5575        ,051-663-5579,cms1.ks.ac.kr/graduate/Main.do
2018,특수대학원,부산,경성대학교 사회복지대학원,Graduate School of Social Welfare,본교,기존,사립,48434,"부산광역시 남구 수영로 309 (대연동, 경성대학교)",051-663-5571        ,051-663-5579,cms1.ks.ac.kr/graduate/Main.do
2018,전문대학원,부산,경성대학교 디지털디자인전문대학원,Graduate School of Digital Design,본교,폐교,사립,48434,"부산광역시 남구 수영로 309 (대연동, 경성대학교)",051-663-5572       ,051-663-5579,cms1.ks.ac.kr/graduate/Main.do
2018,특수대학원,부산,경성대학교 멀티미디어대학원,Graduate School of Multimedia,본교,폐교,사립,48434,"부산광역시 남구 수영로 309 (대연동, 경성대학교)",051-663-5575        ,051-663-5579 ,cms1.ks.ac.kr/graduate/Main.do
2018,특수대학원,부산,경성대학교 임상약학보건대학원,Graduate School of Clinical Pharmacy and Health,본교,폐교,사립,48434,"부산광역시 남구 수영로 309 (대연동, 경성대학교)",051-663-5571        ,051-663-5579,cms1.ks.ac.kr/graduate/Main.do
2018,특수대학원,부산,경성대학교 예술종합대학원,Graduate School of Arts,본교,폐교,사립,48434,"부산광역시 남구 수영로 309 (대연동, 경성대학교)",051-663-5576,051-663-5579,
2018,대학교,경기,가천대학교,Gachon University,본교,기존,사립,13120,"경기도 성남시 수정구 성남대로 1342 (복정동, 성남가천대학교)",031-750-5114        ,031-753-8828        ,www.gachon.ac.kr
2018,일반대학원,경기,가천대학교 일반대학원,Graduate School Gachon University,본교,기존,사립,13120,"경기도 성남시 수정구 성남대로 1342 (복정동, 성남가천대학교)",031-750-5024        ,031-750-5502        ,www.gachon.ac.kr
2018,특수대학원,경기,가천대학교 경영대학원,Graduate School of Business Administration ,본교,기존,사립,13120,"경기도 성남시 수정구 성남대로 1342 (복정동, 성남가천대학교)",031-750-5026        ,031-750-5027        ,www.gachon.ac.kr
2018,특수대학원,경기,가천대학교 교육대학원,Graduate School of Education,본교,기존,사립,13120,"경기도 성남시 수정구 성남대로 1342 (복정동, 성남가천대학교)",031-750-5567        ,031-750-5665        ,www.gachon.ac.kr
2018,특수대학원,인천,가천대학교 보건대학원,Graduate School of Public Health,본교,기존,사립,21936,"인천광역시 연수구 함박뫼로 191 (연수동, 가천의과학대학교)",032-820-4770       ,000-000-0000      ,www.gachon.ac.kr
2018,특수대학원,경기,가천대학교 사회체육대학원,Graduate School of Sport &Leisure Studies,본교,폐교,사립,13120,"경기도 성남시 수정구 성남대로 1342 (복정동, 성남가천대학교)",031-750-5759        ,031-750-5744        ,www.gachon.ac.kr
2018,특수대학원,경기,가천대학교 산업환경대학원,Graduate School Of Industry & Environment,본교,기존,사립,13120,"경기도 성남시 수정구 성남대로 1342 (복정동, 성남가천대학교)",031-750-5482        ,000-0000-0000       ,www.gachon.ac.kr
2018,특수대학원,경기,가천대학교 행정대학원,Graduate School of Public Administration,본교,폐교,사립,13120,"경기도 성남시 수정구 성남대로 1342 (복정동, 성남가천대학교)",031-750-5031        ,031-750-5667        ,http://www.gachon.ac.kr
2018,특수대학원,경기,가천대학교 사회정책대학원,Graduate School of Social Policy Gachon University,본교,기존,사립,13120,"경기도 성남시 수정구 성남대로 1342 (복정동, 성남가천대학교)",031-750-5031        ,031-750-5667        ,www.gachon.ac.kr
2018,특수대학원,경기,가천대학교 소프트웨어대학원,Graduate School of Software,본교,폐교,사립,13120,"경기도 성남시 수정구 성남대로 1342 (복정동, 성남가천대학교)",031-750-5482        ,031-750-5483        ,www.gachon.ac.kr
2018,특수대학원,인천,가천대학교 간호대학원,Graduate School of Nursing,본교,기존,사립,21936,"인천광역시 연수구 함박뫼로 191 (연수동, 가천의과학대학교)",032-820-4770        ,000-000-0000     ,www.gachon.ac.kr
2018,특수대학원,인천,가천대학교 보건복지대학원,Graduate School of Public Health and Social Welfare,본교,폐교,사립,21936,"인천광역시 연수구 함박뫼로 191 (연수동, 가천의과학대학교)",032-820-4770     ,000-000-0000      ,www.gachon.ac.kr
2018,특수대학원,경기,가천대학교 특수치료대학원,Graduate School of Professional Therapy ,본교,기존,사립,13120,"경기도 성남시 수정구 성남대로 1342 (복정동, 성남가천대학교)",031-750-8897        ,031-750-8837        , www.gachon.ac.kr
2018,전문대학원,인천,가천대학교 의학전문대학원,Gachon University School of Medicine,본교,기존,사립,21936,"인천광역시 연수구 함박뫼로 191 (연수동, 가천의과학대학교)",070-7120-7912       ,032-421-5537        ,www.gachon.ac.kr
2018,특수대학원,경기,가천대학교 환경·디자인대학원,Graduate School of  Environment & Design,본교,폐교,사립,13120,"경기도 성남시 수정구 성남대로 1342 (복정동, 성남가천대학교)",031-750-5482        ,031-750-5483        ,www.gachon.ac.kr
2018,특수대학원,경기,가천대학교 스포츠문화대학원,Graduate School of Sports & Culture Studies,본교,폐교,사립,13120,"경기도 성남시 수정구 성남대로 1342 (복정동, 성남가천대학교)",031-750-5759        ,031-750-5744        ,www.gachon.ac.kr
2018,특수대학원,경기,가천대학교 게임대학원,Graduate School of Game,본교,기존,사립,13120,"경기도 성남시 수정구 성남대로 1342 (복정동, 성남가천대학교)",031-750-4731,031-750-5027,www.gachon.ac.kr
2018,대학교,경북,경일대학교,KYUNGIL UNIVERSITY,본교,기존,사립,38428,"경상북도 경산시 하양읍 가마실길 50 (부호리, 경일대학교)",053-600-4000        ,053-600-4020    ,www.kiu.ac.kr
2018,일반대학원,경북,경일대학교 일반대학원,KYUNGIL UNIVERSITY GRADUATESCHOOL,본교,기존,사립,38428,"경상북도 경산시 하양읍 가마실길 50 (부호리, 경일대학교)",053-600-4621        ,053-600-4629        ,http://grad.kiu.ac.kr/
2018,특수대학원,경북,경일대학교 산업경영대학원,Graduate School of Industry & Business,본교,기존,사립,38428,"경상북도 경산시 하양읍 가마실길 50 (부호리, 경일대학교)",053-600-4621        ,053-600-4629        ,http://grad2.kiu.ac.kr/
2018,특수대학원,경북,경일대학교 보건복지대학원,KYUNGIL University Graduate School of Public Health & Social Welfare,본교,기존,사립,38428,"경상북도 경산시 하양읍 가마실길 50 (부호리, 경일대학교)",053-600-4621        ,053-600-4629        ,http://grad3.kiu.ac.kr/
2018,대학교,경북,경주대학교,Gyeongju University,본교,기존,사립,38065,"경상북도 경주시 태종로 188 (효현동, 경주대학교)",054-770-5114        ,054-748-5553        ,www.gu.ac.kr
2018,일반대학원,경북,경주대학교일반대학원,Graduate School of Gyeongju University,본교,기존,사립,38065,"경상북도 경주시 태종로 188 (효현동, 경주대학교)",054-770-5044        ,054-748-8798        ,graduate.gu.ac.kr
2018,특수대학원,경북,경주대학교 산업경영대학원,Graduate School of Industry and Business Administ,본교,폐교,사립,38065,"경상북도 경주시 태종로 188 (효현동, 경주대학교)",054-770-5044,054-748-2784,www.gju.ac.kr/kor/graduate
2018,특수대학원,경북,경주대학교 문화관광복지대학원,"Graduate School of Culture, Tourism & Social Welfare",본교,기존,사립,38065,"경상북도 경주시 태종로 188 (효현동, 경주대학교)",054-770-5044,054-748-8798,graduate.gu.ac.kr
2018,대학교,서울,경희대학교,Kyung Hee University,본교,기존,사립,02447,"서울특별시 동대문구 경희대로 26 (회기동, 경희대학교)",02-961-0114         ,02-961-0930         ,www.khu.ac.kr
2018,일반대학원,서울,경희대학교대학원,Graduate School ,본교,기존,사립,02447,"서울특별시 동대문구 경희대로 26 (회기동, 경희대학교)",02-961-0121,02-967-6937,gskh.khu.ac.kr
2018,특수대학원,서울,경희대학교경영대학원,The Graduate School of Business Administration,본교,기존,사립,02447,"서울특별시 동대문구 경희대로 26 (회기동, 경희대학교)",02-961-0127         ,02-962-9688         ,khmba.khu.ac.kr/
2018,특수대학원,서울,경희대학교관광대학원,Graduate School of Tourism,본교,기존,사립,02447,"서울특별시 동대문구 경희대로 26 (회기동, 경희대학교)",02-961-0814,02-961-0811,tourism.khu.ac.kr
2018,특수대학원,서울,경희대학교교육대학원,The Graduate School of Education,본교,기존,사립,02447,"서울특별시 동대문구 경희대로 26 (회기동, 경희대학교)",02-961-0134         ,02-964-6674         ,edu.khu.ac.kr
2018,전문대학원,경기,경희대학교 국제대학원,Graduate School of Pan-Pacific International Studies,본교,기존,사립,17104,"경기도 용인시 기흥구 덕영대로 1732 (서천동, 경희대학교국제캠퍼스)",031-201-2146~9      ,031-204-8120        ,gsp.khu.ac.kr
2018,특수대학원,서울,경희대학교국제법무대학원,Graduate School of International Legal Affairs,본교,폐교,사립,02447,"서울특별시 동대문구 경희대로 26 (회기동, 경희대학교)",02-961-0611~3,02-961-9134,interlaw.khu.ac.kr
2018,특수대학원,서울,경희대학교 법무대학원,Graduate School of Legal Affairs,본교,기존,사립,02447,"서울특별시 동대문구 경희대로 26 (회기동, 경희대학교)",02-961-0114,02-961-9134,interlaw.khu.ac.kr
2018,특수대학원,서울,경희대학교언론정보대학원,The Graduate School of Journalism & Communication,본교,기존,사립,02447,"서울특별시 동대문구 경희대로 26 (회기동, 경희대학교)",02-961-0560,02-967-7083,khu.communication.ac.kr
2018,특수대학원,경기,경희대학교 테크노경영대학원,Graduate School of Technology Management,본교,기존,사립,17104,"경기도 용인시 기흥구 덕영대로 1732 (서천동, 경희대학교국제캠퍼스)",031-201-2131        ,031-201-2777        ,gstm.khu.ac.kr
2018,특수대학원,경기,경희대학교평화복지대학원,Graduate Institute of Peace Studies,본교,기존,사립,12001,"경기도 남양주시 진접읍 광릉수목원로 195 (부평리, 경희대학교평화복지대학원)",031-570-7012~6      ,031-528-7630        ,http://gip.khu.ac.kr
2018,특수대학원,서울,경희대학교행정대학원,The Graduate School of Public Administration,본교,폐교,사립,02447,"서울특별시 동대문구 경희대로 26 (회기동, 경희대학교)",02-961-0131         ,,pnc.khu.ac.kr
2018,전문대학원,경기,경희대학교 체육대학원,Graduate School of Physical Education,본교,기존,사립,17104,"경기도 용인시 기흥구 덕영대로 1732 (서천동, 경희대학교국제캠퍼스)",031-201-3741        ,031-201-3743        ,gradusport.khu.ac.kr
2018,특수대학원,서울,경희대학교NGO대학원,Th eGraduate School of NGO Studies,본교,폐교,사립,02447,"서울특별시 동대문구 경희대로 26 (회기동, 경희대학교)",02-961-9241         ,02-961-9242         ,ngo.khu.ac.kr
2018,전문대학원,경기,경희대학교 동서의학대학원,The Graduate School of East-West medical Science,본교,기존,사립,17104,"경기도 용인시 기흥구 덕영대로 1732 (서천동, 경희대학교국제캠퍼스)",031-201-2743        ,031-204-8119        ,http://gsm.khu.ac.kr/
2018,특수대학원,경기,경희대학교 아트퓨전디자인대학원,Graduate School of Art & Fusion Design,본교,기존,사립,17104,"경기도 용인시 기흥구 덕영대로 1732 (서천동, 경희대학교국제캠퍼스)",031-201-2166~7      ,031-204-8127        ,afd.khu.ac.kr
2018,전문대학원,서울,경희대학교 법학전문대학원,Kyung Hee University Law School,본교,기존,사립,02447,"서울특별시 동대문구 경희대로 26 (회기동, 경희대학교)",02-961-9218         ,02-961-9134         ,http://www.khls.ac.kr
2018,전문대학원,서울,경희대학교 의학전문대학원,School of Medicine,본교,폐교,사립,02447,"서울특별시 동대문구 경희대로 26 (회기동, 경희대학교)",02-961-0274         ,02-969-6958         ,khusm.khu.ac.kr
2018,전문대학원,서울,경희대학교 치의학전문대학원,Kyung Hee University School of Dentistry,본교,폐교,사립,02447,"서울특별시 동대문구 경희대로 26 (회기동, 경희대학교)",02-961-0341,,dental.khu.ac.kr
2018,특수대학원,서울,경희대학교 공공대학원,Graduate School of Public Policy and Engagement,본교,기존,사립,02447,"서울특별시 동대문구 경희대로 26 (회기동, 경희대학교)",02-961-0114         ,02-962-1213,pnc.khu.ac.kr
2018,대학교,대구,계명대학교,Keimyung University,본교,기존,사립,42601,"대구광역시 달서구 달구벌대로 1095 (신당동, 계명대학교성서캠퍼스)",053-580-5114        ,053-580-5454        ,www.kmu.ac.kr
2018,일반대학원,대구,계명대학교 대학원,Keimyung University Graduate School,본교,기존,사립,42601,"대구광역시 달서구 달구벌대로 1095 (신당동, 계명대학교성서캠퍼스)",053-580-6252        ,053-580-6255        ,web.kmu.ac.kr/kmugs
2018,특수대학원,대구,계명대학교 경영대학원,Graduate School Of Business,본교,기존,사립,42601,"대구광역시 달서구 달구벌대로 1095 (신당동, 계명대학교성서캠퍼스)",053-580-6341        ,053-580-6344        ,http://gsb.kmu.ac.kr
2018,특수대학원,대구,계명대학교 교육대학원,Graduate School of Education,본교,기존,사립,42601,"대구광역시 달서구 달구벌대로 1095 (신당동, 계명대학교성서캠퍼스)",053-580-6332        ,053-580-6335        ,kmedu.kmu.ac.kr
2018,특수대학원,대구,계명대학교 스포츠산업대학원,Graduate School Of Sports Industry,본교,기존,사립,42601,"대구광역시 달서구 달구벌대로 1095 (신당동, 계명대학교성서캠퍼스)",053-580-5512        ,053-580-5314        ,web.kmu.ac.kr/kmugsi/
2018,특수대학원,대구,계명대학교 연합신학대학원,United Graduate school of Theology,본교,기존,사립,42601,"대구광역시 달서구 달구벌대로 1095 (신당동, 계명대학교성서캠퍼스)",053-580-6207        ,053-580-6335        ,web.kmu.ac.kr/ugst
2018,특수대학원,대구,계명대학교 예술대학원,Graduate School of Arts,본교,기존,사립,42601,"대구광역시 달서구 달구벌대로 1095 (신당동, 계명대학교성서캠퍼스)",053-580-6531        ,053-580-6524        ,web.kmu.ac.kr/artp
2018,특수대학원,대구,계명대학교 정책대학원,Graduate School of Policy Studies,본교,기존,사립,42403,"대구광역시 남구 명덕로 104 (대명동, 계명대학교)",053-620-2078        ,053-620-2071        ,web.kmu.ac.kr/policy/index.html
2018,특수대학원,대구,계명대학교 유아교육대학원,Graduate School of Early Childhood Education,본교,기존,사립,42601,"대구광역시 달서구 달구벌대로 1095 (신당동, 계명대학교성서캠퍼스)",053-580-6332        ,053-580-6335        ,web.kmu.ac.kr/kmecedu/
2018,특수대학원,대구,계명대학교 글로벌창업대학원,Graduate School of Global Entrepreneurship,본교,기존,사립,42403,"대구광역시 남구 명덕로 104 (대명동, 계명대학교)",053-620-2078,053-620-2071,http://web.kmu.ac.kr/gsge/
2018,특수대학원,대구,계명대학교 융합공학대학원,Graduate School of Convergence Engineering,본교,기존,사립,42601,"대구광역시 달서구 달구벌대로 1095 (신당동, 계명대학교성서캠퍼스)",053-580-6332,053-580-6335,web.kmu.ac.kr/ivt/
2018,대학교,서울,고려대학교,Korea University,본교,기존,사립,02841,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(인문사회계))",02-3290-1114        ,,www.korea.ac.kr
2018,대학교,세종,고려대학교 세종캠퍼스,Korea University Sejong Campus,분교1,기존,사립,30019,"세종특별자치시 조치원읍 세종로 2511 (서창리, 고려대학교세종캠퍼스)",044-860-1114        ,044-860-1048     ,sejong.korea.ac.kr
2018,일반대학원,서울,고려대학교 대학원,Graduate School of Korea University,본교,기존,사립,02841,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(인문사회계))",02-3290-1270        ,02-925-2633         ,graduate.korea.ac.kr
2018,일반대학원,세종,고려대학교 일반대학원,Graduate School of Korea University,분교1,기존,사립,30019,"세종특별자치시 조치원읍 세종로 2511 (서창리, 고려대학교세종캠퍼스)",044-860-1081,044-860-1079,http://graduate.korea.ac.kr
2018,특수대학원,서울,고려대학교 경영대학원,Korea University Business School,본교,폐교,사립,02841,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(인문사회계))",02-3290-1261,,biz.korea.ac.kr
2018,특수대학원,세종,고려대학교 세종캠퍼스 경영정보대학원,Graduate School of Management & Information,분교1,기존,사립,30019,"세종특별자치시 조치원읍 세종로 2511 (서창리, 고려대학교세종캠퍼스)",044-860-1502,044-860-1507        ,http://gsmi.korea.ac.kr
2018,특수대학원,서울,고려대학교 교육대학원,"Graduate School of Education, Korea University",본교,기존,사립,02841,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(인문사회계))",02-3290-1372        ,02-926-9354         ,edugrad.korea.ac.kr
2018,전문대학원,서울,고려대학교 국제대학원,"Graduate School of International Studies, Korea University",본교,기존,사립,02841,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(인문사회계))",02-3290-1390        ,02-929-0402         ,gsis.korea.ac.kr
2018,특수대학원,서울,고려대학교 노동대학원,"Graduate School of Labor Studies, Korea University",본교,기존,사립,02841,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(인문사회계))",02-3290-1411        ,02-924-8650         ,korealabor.ac.kr
2018,특수대학원,서울,고려대학교 법무대학원,"Graduate School of Legal Studies, Korea University",본교,기존,사립,02841,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(인문사회계))",02-3290-1292        ,02-927-8819         ,kulawschool.korea.ac.kr/law/index.do
2018,특수대학원,서울,고려대학교 보건대학원,"Graduate School of Public Health, Korea University",본교,기존,사립,02841,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(자연계))",02-2286-1175        ,02-2286-1523        ,pbhealth.korea.ac.kr
2018,특수대학원,서울,고려대학교 언론대학원,"Graduate School of Journalism & Mass Communication, Korea University",본교,기존,사립,02841,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(인문사회계))",02-3290-1275        ,02-925-4797         ,mediacom.korea.ac.kr
2018,특수대학원,세종,고려대학교 세종캠퍼스 인문정보대학원,Graduate School of Humanities & Information,분교1,폐교,사립,30019,"세종특별자치시 조치원읍 세종로 2511 (서창리, 고려대학교세종캠퍼스)",044-860-1203,044-860-1207,hig.korea.ac.kr
2018,특수대학원,서울,고려대학교 정책대학원,"Graduate School of Policy Studies, Korea University",본교,기존,사립,02841,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(인문사회계))",02-3290-1273        ,02-927-3269         ,kopolicy.korea.ac.kr
2018,특수대학원,대전,고려대학교 세종캠퍼스 행정대학원,Graduate School of Public Administration,분교1,폐교,사립,35229,대전광역시 서구 둔지로 60 (둔산동),042-472-3661        ,042-472-3663        ,gpa.korea.ac.kr
2018,특수대학원,서울,고려대학교 임상치의학대학원,"Graduate School of Clinical Dentistry, Korea University",본교,기존,사립,02841,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(자연계))",02-2286-1522        ,02-2286-1523        ,dent.korea.ac.kr
2018,특수대학원,서울,고려대학교 컴퓨터정보통신대학원,"Graduate School of Computer Science & Information Technolgy, Korea University",본교,기존,사립,02841,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(자연계))",02-3290-4033        ,02-929-1917         ,gscit.korea.ac.kr
2018,특수대학원,세종,고려대학교 세종캠퍼스 의용과학대학원,Graduate School of Bio-Medical Science,분교1,기존,사립,30019,"세종특별자치시 조치원읍 세종로 2511 (서창리, 고려대학교세종캠퍼스)",044-860-1305        ,044-860-1307        ,http://biomedical.korea.ac.kr/
2018,전문대학원,서울,고려대학교 정보보호대학원,"Graduate School of Information Security, Korea University",본교,기존,사립,02841,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(자연계))",02-3290-4044        ,02-928-9109         ,gss.korea.ac.kr/ime/index.do
2018,전문대학원,서울,고려대학교 경영전문대학원,Korea University Business School,본교,기존,사립,02841,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(인문사회계))",02-3290-1261        ,02-921-0682         ,biz.korea.ac.kr/ko/mba
2018,특수대학원,서울,고려대학교 공학대학원,"Graduate School of Engineering & Technology, Korea University",본교,기존,사립,02841,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(자연계))",02-3290-4041        ,02-923-9118         ,enggra.korea.ac.kr
2018,전문대학원,서울,고려대학교 법학전문대학원,"SCHOOL OF LAW, Korea University",본교,기존,사립,02841,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(인문사회계))",02-3290-1428        ,02-927-8819         ,kulawschool.korea.ac.kr/law/index.do
2018,특수대학원,서울,고려대학교 생명환경과학대학원,"Graduate School of Life and Environmental Sciences, Korea University",본교,기존,사립,02841,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(자연계))",02-3290-4030        ,02-928-2011         ,gsles.korea.ac.kr
2018,전문대학원,서울,고려대학교 의학전문대학원,"SCHOOL OF MEDICINE, Korea University",본교,폐교,사립,02841,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(자연계))",02-2286-1005        ,02-924-4958         ,medicine.korea.ac.kr/
2018,전문대학원,서울,고려대학교 정보경영공학전문대학원,"Graduate School of Information Management and Security, Korea University",본교,폐교,사립,02841,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(자연계))",02-3290-4044        ,02-928-9109         ,ime.korea.ac.kr
2018,전문대학원,서울,고려대학교 융합소프트웨어전문대학원,"Graduate School of Convergence IT, Korea University",본교,폐교,사립,02841,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(자연계))",02-3290-4033        ,02-929-1917         ,
2018,전문대학원,서울,고려대학교 그린스쿨(에너지환경정책기술대학원),KOREA UNIVERSITY GREEN SCHOOL(Graduate School of Energy and Environment),본교,기존,사립,02841,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(자연계))",02-3290-5973        ,02-929-0901         ,greenschool.korea.ac.kr
2018,전문대학원,서울,고려대학교 기술경영전문대학원,"Graduate School of Management of Technology, Korea University",본교,기존,사립,02841,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(자연계))",02-3290-5971,,mot.korea.ac.kr/
2018,전문대학원,서울,고려대학교 KU-KIST융합대학원,"KU-KIST Graduate School of Converging Science and Technology, Korea University",본교,기존,사립,02841,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(자연계))",02-3290-5901        ,02-921-0688         ,kukistschool.korea.ac.kr/
2018,전문대학원,세종,고려대학교 세종캠퍼스 행정전문대학원,Graduate School of Public Administration,분교1,기존,사립,30019,"세종특별자치시 조치원읍 세종로 2511 (서창리, 고려대학교세종캠퍼스)",044-860-3825,044-860-3828,gpa.korea.ac.kr
2018,특수대학원,세종,고려대학교 문화스포츠대학원,Graduate School of Culture and Sports,분교1,기존,사립,30019,"세종특별자치시 조치원읍 세종로 2511 (서창리, 고려대학교세종캠퍼스)",044-860-1203,044-860-1207,http://sejong.korea.ac.kr/mbshome/mbs/csg/index.do
